Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,E2,FALSE,D0 Untreated Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.52,18.472,0.048,,,,,TRUE,0.35,TRUE,3,12,,,1.431,N,81.193,,,N
99,E3,FALSE,D0 Untreated Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.424,18.472,0.048,,,,,TRUE,0.35,TRUE,3,12,,,1.438,N,81.321,,,N
100,E4,FALSE,D0 Untreated Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.571,18.601,0.026,,,,,TRUE,0.35,TRUE,3,12,,,1.438,N,81.321,,,N
101,E5,FALSE,D0 Untreated Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.617,18.601,0.026,,,,,TRUE,0.35,TRUE,3,13,,,1.435,N,81.321,,,N
102,E6,FALSE,D0 Untreated Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.614,18.601,0.026,,,,,TRUE,0.35,TRUE,3,12,,,1.432,N,81.321,,,N
103,E7,FALSE,1d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.936,18.936,0.047,,,,,TRUE,0.35,TRUE,3,13,,,1.429,N,81.449,,,N
104,E8,FALSE,1d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.888,18.936,0.047,,,,,TRUE,0.35,TRUE,3,12,,,1.432,N,81.449,,,N
105,E9,FALSE,1d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.983,18.936,0.047,,,,,TRUE,0.35,TRUE,3,13,,,1.426,N,81.321,,,N
106,E10,FALSE,1d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,20.023,19.072,0.922,,,,,TRUE,0.35,TRUE,3,14,,,1.396,Y,80.68,,,N
107,E11,FALSE,1d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.182,19.072,0.922,,,,,TRUE,0.35,TRUE,3,12,,,1.46,Y,82.09,,,N
108,E12,FALSE,1d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,19.011,19.072,0.922,,,,,TRUE,0.35,TRUE,3,13,,,1.427,Y,81.449,,,N
109,E13,FALSE,1d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.443,18.61,0.164,,,,,TRUE,0.35,TRUE,3,12,,,1.439,N,81.706,,,N
110,E14,FALSE,1d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.616,18.61,0.164,,,,,TRUE,0.35,TRUE,3,12,,,1.432,N,81.449,,,N
111,E15,FALSE,1d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.771,18.61,0.164,,,,,TRUE,0.35,TRUE,3,12,,,1.426,N,81.321,,,N
112,E16,FALSE,1d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.631,18.746,0.129,,,,,TRUE,0.35,TRUE,3,12,,,1.435,N,81.577,,,N
113,E17,FALSE,1d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.721,18.746,0.129,,,,,TRUE,0.35,TRUE,3,12,,,1.43,N,81.449,,,N
114,E18,FALSE,1d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.886,18.746,0.129,,,,,TRUE,0.35,TRUE,3,13,,,1.428,N,81.449,,,N
115,E19,FALSE,2d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.732,18.801,0.636,,,,,TRUE,0.35,TRUE,3,12,,,1.432,Y,81.449,,,N
116,E20,FALSE,2d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,19.468,18.801,0.636,,,,,TRUE,0.35,TRUE,3,13,,,1.405,Y,80.808,,,N
117,E21,FALSE,2d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.202,18.801,0.636,,,,,TRUE,0.35,TRUE,3,12,,,1.455,Y,81.834,,,N
118,E22,FALSE,2d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.57,18.564,0.269,,,,,TRUE,0.35,TRUE,3,12,,,1.431,N,81.321,,,N
119,E23,FALSE,2d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.83,18.564,0.269,,,,,TRUE,0.35,TRUE,3,12,,,1.415,N,81.193,,,N
120,E24,FALSE,2d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.292,18.564,0.269,,,,,TRUE,0.35,TRUE,3,12,,,1.428,N,81.577,,,N
121,F1,FALSE,2d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,12.182,11.345,13.082,25.547,25.495,0.058,,6.989,0.103,-3.607,TRUE,0.093,TRUE,3,21,,,1.215,N,73.754,,,N
122,F2,FALSE,2d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,12.182,11.345,13.082,25.432,25.495,0.058,,6.989,0.103,-3.607,TRUE,0.093,TRUE,3,21,,,1.222,N,73.883,,,N
123,F3,FALSE,2d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,12.182,11.345,13.082,25.506,25.495,0.058,,6.989,0.103,-3.607,TRUE,0.093,TRUE,3,21,,,1.221,N,73.883,,,N
124,F4,FALSE,2d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,9.409,8.322,10.639,25.671,25.762,0.175,,7.361,0.177,-3.234,TRUE,0.093,TRUE,3,21,,,1.219,N,74.011,,,N
125,F5,FALSE,2d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,9.409,8.322,10.639,25.652,25.762,0.175,,7.361,0.177,-3.234,TRUE,0.093,TRUE,3,21,,,1.219,N,74.011,,,N
126,F6,FALSE,2d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,9.409,8.322,10.639,25.964,25.762,0.175,,7.361,0.177,-3.234,TRUE,0.093,TRUE,3,22,,,1.225,N,73.883,,,N
127,F7,FALSE,3d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,14.693,10.177,21.211,24.669,24.845,0.169,,6.718,0.53,-3.877,TRUE,0.093,TRUE,3,20,,,1.227,N,74.267,,,N
128,F8,FALSE,3d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,14.693,10.177,21.211,24.861,24.845,0.169,,6.718,0.53,-3.877,TRUE,0.093,TRUE,3,20,,,1.232,N,74.139,,,N
129,F9,FALSE,3d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,14.693,10.177,21.211,25.006,24.845,0.169,,6.718,0.53,-3.877,TRUE,0.093,TRUE,3,21,,,1.222,N,74.139,,,N
130,F10,FALSE,3d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,13.31,9.667,18.327,25.837,25.354,0.444,,6.861,0.461,-3.734,TRUE,0.093,TRUE,3,21,,,1.22,N,73.754,,,N
131,F11,FALSE,3d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,13.31,9.667,18.327,24.962,25.354,0.444,,6.861,0.461,-3.734,TRUE,0.093,TRUE,3,20,,,1.24,N,74.524,,,N
132,F12,FALSE,3d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,13.31,9.667,18.327,25.263,25.354,0.444,,6.861,0.461,-3.734,TRUE,0.093,TRUE,3,21,,,1.227,N,74.267,,,N
133,F13,FALSE,3d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,13.704,9.406,19.967,25.491,25.413,0.112,,6.819,0.543,-3.777,TRUE,0.093,TRUE,3,21,,,1.216,N,74.139,,,N
134,F14,FALSE,3d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,13.704,9.406,19.967,25.464,25.413,0.112,,6.819,0.543,-3.777,TRUE,0.093,TRUE,3,21,,,1.217,N,74.139,,,N
135,F15,FALSE,3d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,13.704,9.406,19.967,25.285,25.413,0.112,,6.819,0.543,-3.777,TRUE,0.093,TRUE,3,21,,,1.227,N,74.267,,,N
136,F16,FALSE,3d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,15.317,8.762,26.778,24.771,24.903,0.197,,6.658,0.806,-3.937,TRUE,0.093,TRUE,3,20,,,1.22,N,74.267,,,N
137,F17,FALSE,3d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,15.317,8.762,26.778,24.808,24.903,0.197,,6.658,0.806,-3.937,TRUE,0.093,TRUE,3,20,,,1.214,N,74.139,,,N
138,F18,FALSE,3d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,15.317,8.762,26.778,25.13,24.903,0.197,,6.658,0.806,-3.937,TRUE,0.093,TRUE,3,20,,,1.233,N,74.139,,,N
139,F19,FALSE,5d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,36.373,25.047,52.82,23.837,23.969,0.121,,5.411,0.538,-5.185,TRUE,0.093,TRUE,3,19,,,1.237,N,74.267,,,N
140,F20,FALSE,5d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,36.373,25.047,52.82,24.074,23.969,0.121,,5.411,0.538,-5.185,TRUE,0.093,TRUE,3,20,,,1.228,N,74.011,,,N
141,F21,FALSE,5d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,36.373,25.047,52.82,23.994,23.969,0.121,,5.411,0.538,-5.185,TRUE,0.093,TRUE,3,19,,,1.231,N,74.139,,,N
142,F22,FALSE,5d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,43.964,33.311,58.024,24.048,24.087,0.033,,5.137,0.4,-5.458,TRUE,0.093,TRUE,3,20,,,1.235,N,74.139,,,N
143,F23,FALSE,5d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,43.964,33.311,58.024,24.104,24.087,0.033,,5.137,0.4,-5.458,TRUE,0.093,TRUE,3,20,,,1.224,N,74.011,,,N
144,F24,FALSE,5d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,43.964,33.311,58.024,24.108,24.087,0.033,,5.137,0.4,-5.458,TRUE,0.093,TRUE,3,20,,,1.224,N,74.011,,,N
145,G1,FALSE,2d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,8.259,4.809,14.185,34.907,34.037,0.776,,15.531,0.78,-3.046,TRUE,0.111,TRUE,3,30,,,1.246,Y,69.651,,,N
146,G2,FALSE,2d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,8.259,4.809,14.185,33.787,34.037,0.776,,15.531,0.78,-3.046,TRUE,0.111,TRUE,3,29,,,1.301,Y,69.779,,,N
147,G3,FALSE,2d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,8.259,4.809,14.185,33.417,34.037,0.776,,15.531,0.78,-3.046,TRUE,0.111,TRUE,3,28,,,1.315,Y,69.907,,,N
148,G4,FALSE,2d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,12.325,4.849,31.322,34.556,33.354,1.345,,14.953,1.346,-3.623,TRUE,0.111,TRUE,3,30,,,1.252,Y,69.651,,,N
149,G5,FALSE,2d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,12.325,4.849,31.322,31.9,33.354,1.345,,14.953,1.346,-3.623,TRUE,0.111,TRUE,3,27,,,1.366,Y,70.42,,,N
150,G6,FALSE,2d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,12.325,4.849,31.322,33.607,33.354,1.345,,14.953,1.346,-3.623,TRUE,0.111,TRUE,3,28,,,1.313,Y,70.035,,,N
151,G7,FALSE,3d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,51.972,28.642,94.307,30.872,31.004,0.698,,12.877,0.86,-5.7,TRUE,0.111,TRUE,3,26,,,1.344,Y,69.907,,,N
152,G8,FALSE,3d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,51.972,28.642,94.307,30.381,31.004,0.698,,12.877,0.86,-5.7,TRUE,0.111,TRUE,3,25,,,1.338,Y,70.035,,,N
153,G9,FALSE,3d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,51.972,28.642,94.307,31.758,31.004,0.698,,12.877,0.86,-5.7,TRUE,0.111,TRUE,3,27,,,1.332,Y,69.779,,,N
154,G10,FALSE,3d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,64.223,55.688,74.066,31.053,31.065,0.164,,12.572,0.206,-6.005,TRUE,0.111,TRUE,3,26,,,1.343,N,70.035,,,N
155,G11,FALSE,3d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,64.223,55.688,74.066,30.907,31.065,0.164,,12.572,0.206,-6.005,TRUE,0.111,TRUE,3,26,,,1.344,N,70.035,,,N
156,G12,FALSE,3d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,64.223,55.688,74.066,31.234,31.065,0.164,,12.572,0.206,-6.005,TRUE,0.111,TRUE,3,26,,,1.352,N,70.035,,,N
157,G13,FALSE,3d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,3.977,0.802,19.711,35.997,35.18,2.247,,16.585,2.309,-1.992,TRUE,0.111,TRUE,3,31,,,1.142,Y,70.035,,,N
158,G14,FALSE,3d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,3.977,0.802,19.711,36.903,35.18,2.247,,16.585,2.309,-1.992,TRUE,0.111,TRUE,3,32,,,1.071,Y,69.779,,,N
159,G15,FALSE,3d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,3.977,0.802,19.711,32.638,35.18,2.247,,16.585,2.309,-1.992,TRUE,0.111,TRUE,3,28,,,1.354,Y,70.548,,,N
160,G16,FALSE,3d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,6.935,4.014,11.98,33.919,34.027,0.108,,15.783,0.789,-2.794,TRUE,0.111,TRUE,3,29,,,1.301,N,70.035,,,N
161,G17,FALSE,3d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,6.935,4.014,11.98,34.028,34.027,0.108,,15.783,0.789,-2.794,TRUE,0.111,TRUE,3,29,,,1.294,N,70.163,,,N
162,G18,FALSE,3d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,6.935,4.014,11.98,34.135,34.027,0.108,,15.783,0.789,-2.794,TRUE,0.111,TRUE,3,29,,,1.282,N,70.163,,,N
163,G19,FALSE,5d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,77.056,53.324,111.349,30.89,30.867,0.084,,12.309,0.531,-6.268,TRUE,0.111,TRUE,3,26,,,1.347,N,70.035,,,N
164,G20,FALSE,5d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,77.056,53.324,111.349,30.774,30.867,0.084,,12.309,0.531,-6.268,TRUE,0.111,TRUE,3,26,,,1.349,N,70.035,,,N
165,G21,FALSE,5d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,77.056,53.324,111.349,30.937,30.867,0.084,,12.309,0.531,-6.268,TRUE,0.111,TRUE,3,26,,,1.345,N,69.907,,,N
166,G22,FALSE,5d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,108.765,81.086,145.893,30.709,30.761,0.143,,11.812,0.424,-6.765,TRUE,0.111,TRUE,3,26,,,1.353,N,70.035,,,N
167,G23,FALSE,5d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,108.765,81.086,145.893,30.922,30.761,0.143,,11.812,0.424,-6.765,TRUE,0.111,TRUE,3,26,,,1.338,N,69.907,,,N
168,G24,FALSE,5d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,108.765,81.086,145.893,30.652,30.761,0.143,,11.812,0.424,-6.765,TRUE,0.111,TRUE,3,26,,,1.351,N,69.907,,,N
169,H1,FALSE,2d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,2.049,1.7,2.469,30.1,29.833,0.255,,11.327,0.269,-1.035,TRUE,0.249,TRUE,3,24,,,1.383,N,79.141,,,N
170,H2,FALSE,2d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,2.049,1.7,2.469,29.809,29.833,0.255,,11.327,0.269,-1.035,TRUE,0.249,TRUE,3,24,,,1.4,N,79.397,,,N
171,H3,FALSE,2d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,2.049,1.7,2.469,29.591,29.833,0.255,,11.327,0.269,-1.035,TRUE,0.249,TRUE,3,24,,,1.406,N,79.397,,,N
172,H4,FALSE,2d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.778,1.578,2.003,30.129,29.933,0.17,,11.532,0.172,-0.83,TRUE,0.249,TRUE,3,24,,,1.387,N,79.269,,,N
173,H5,FALSE,2d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.778,1.578,2.003,29.832,29.933,0.17,,11.532,0.172,-0.83,TRUE,0.249,TRUE,3,24,,,1.405,N,79.654,,,N
174,H6,FALSE,2d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.778,1.578,2.003,29.838,29.933,0.17,,11.532,0.172,-0.83,TRUE,0.249,TRUE,3,24,,,1.403,N,79.525,,,N
175,H7,FALSE,3d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,1.78,1.245,2.546,29.742,29.657,0.12,,11.53,0.516,-0.832,TRUE,0.249,TRUE,3,24,,,1.406,N,79.654,,,N
176,H8,FALSE,3d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,1.78,1.245,2.546,29.52,29.657,0.12,,11.53,0.516,-0.832,TRUE,0.249,TRUE,3,24,,,1.407,N,79.525,,,N
177,H9,FALSE,3d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,1.78,1.245,2.546,29.708,29.657,0.12,,11.53,0.516,-0.832,TRUE,0.249,TRUE,3,24,,,1.399,N,79.525,,,N
178,H10,FALSE,3d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,1.886,1.679,2.118,29.81,29.94,0.113,,11.447,0.168,-0.915,TRUE,0.249,TRUE,3,24,,,1.39,N,79.525,,,N
179,H11,FALSE,3d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,1.886,1.679,2.118,29.997,29.94,0.113,,11.447,0.168,-0.915,TRUE,0.249,TRUE,3,24,,,1.389,N,79.525,,,N
180,H12,FALSE,3d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,1.886,1.679,2.118,30.013,29.94,0.113,,11.447,0.168,-0.915,TRUE,0.249,TRUE,3,24,,,1.396,N,79.525,,,N
181,H13,FALSE,3d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,1.177,0.717,1.935,31.25,30.721,0.481,,12.126,0.717,-0.236,TRUE,0.249,TRUE,3,25,,,1.355,N,78.884,,,N
182,H14,FALSE,3d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,1.177,0.717,1.935,30.31,30.721,0.481,,12.126,0.717,-0.236,TRUE,0.249,TRUE,3,25,,,1.408,N,80.038,,,N
183,H15,FALSE,3d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,1.177,0.717,1.935,30.603,30.721,0.481,,12.126,0.717,-0.236,TRUE,0.249,TRUE,3,25,,,1.397,N,79.525,,,N
184,H16,FALSE,3d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.345,0.777,2.328,30.281,30.179,0.13,,11.935,0.792,-0.427,TRUE,0.249,TRUE,3,24,,,1.401,N,79.525,,,N
185,H17,FALSE,3d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.345,0.777,2.328,30.224,30.179,0.13,,11.935,0.792,-0.427,TRUE,0.249,TRUE,3,24,,,1.4,N,79.525,,,N
186,H18,FALSE,3d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,1.345,0.777,2.328,30.034,30.179,0.13,,11.935,0.792,-0.427,TRUE,0.249,TRUE,3,24,,,1.389,N,79.525,,,N
187,H19,FALSE,5d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,5.195,3.371,8.005,28.594,28.543,0.338,,9.985,0.624,-2.377,TRUE,0.249,TRUE,3,23,,,1.403,N,79.525,,,N
188,H20,FALSE,5d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,5.195,3.371,8.005,28.852,28.543,0.338,,9.985,0.624,-2.377,TRUE,0.249,TRUE,3,23,,,1.376,N,79.012,,,N
189,H21,FALSE,5d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,5.195,3.371,8.005,28.183,28.543,0.338,,9.985,0.624,-2.377,TRUE,0.249,TRUE,3,23,,,1.403,N,80.038,,,N
190,H22,FALSE,5d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,8.321,6.279,11.028,28.271,28.255,0.077,,9.305,0.406,-3.057,TRUE,0.249,TRUE,3,22,,,1.407,N,79.525,,,N
191,H23,FALSE,5d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,8.321,6.279,11.028,28.171,28.255,0.077,,9.305,0.406,-3.057,TRUE,0.249,TRUE,3,22,,,1.405,N,79.525,,,N
192,H24,FALSE,5d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,8.321,6.279,11.028,28.322,28.255,0.077,,9.305,0.406,-3.057,TRUE,0.249,TRUE,3,23,,,1.402,N,79.397,,,N
193,I1,FALSE,2d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.233,0.194,0.28,30.8,30.558,0.251,,12.052,0.265,2.099,TRUE,0.15,TRUE,3,26,,,1.394,N,73.883,,,N
194,I2,FALSE,2d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.233,0.194,0.28,30.3,30.558,0.251,,12.052,0.265,2.099,TRUE,0.15,TRUE,3,25,,,1.402,N,73.883,,,N
195,I3,FALSE,2d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.233,0.194,0.28,30.574,30.558,0.251,,12.052,0.265,2.099,TRUE,0.15,TRUE,3,26,,,1.407,N,74.139,,,N
196,I4,FALSE,2d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.173,0.127,0.235,31.103,30.888,0.444,,12.487,0.445,2.534,TRUE,0.15,TRUE,3,26,,,1.406,N,74.011,,,N
197,I5,FALSE,2d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.173,0.127,0.235,31.184,30.888,0.444,,12.487,0.445,2.534,TRUE,0.15,TRUE,3,26,,,1.396,N,74.139,,,N
198,I6,FALSE,2d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.173,0.127,0.235,30.377,30.888,0.444,,12.487,0.445,2.534,TRUE,0.15,TRUE,3,25,,,1.411,N,74.267,,,N
199,I7,FALSE,3d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,3.238,2.178,4.815,26.396,26.384,0.274,,8.258,0.572,-1.695,TRUE,0.15,TRUE,3,21,,,1.416,N,74.267,,,N
200,I8,FALSE,3d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,3.238,2.178,4.815,26.105,26.384,0.274,,8.258,0.572,-1.695,TRUE,0.15,TRUE,3,21,,,1.415,N,74.267,,,N
201,I9,FALSE,3d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,3.238,2.178,4.815,26.653,26.384,0.274,,8.258,0.572,-1.695,TRUE,0.15,TRUE,3,22,,,1.387,N,74.267,,,N
202,I10,FALSE,3d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,4.192,3.807,4.616,26.392,26.378,0.063,,7.885,0.139,-2.068,TRUE,0.15,TRUE,3,21,,,1.414,N,74.396,,,N
203,I11,FALSE,3d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,4.192,3.807,4.616,26.433,26.378,0.063,,7.885,0.139,-2.068,TRUE,0.15,TRUE,3,21,,,1.413,N,74.139,,,N
204,I12,FALSE,3d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,4.192,3.807,4.616,26.31,26.378,0.063,,7.885,0.139,-2.068,TRUE,0.15,TRUE,3,21,,,1.417,N,74.267,,,N
205,I13,FALSE,3d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.241,0.155,0.375,30.2,30.6,0.35,,12.006,0.636,2.053,TRUE,0.15,TRUE,3,25,,,1.41,N,74.267,,,N
206,I14,FALSE,3d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.241,0.155,0.375,30.75,30.6,0.35,,12.006,0.636,2.053,TRUE,0.15,TRUE,3,26,,,1.392,N,73.883,,,N
207,I15,FALSE,3d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,0.241,0.155,0.375,30.851,30.6,0.35,,12.006,0.636,2.053,TRUE,0.15,TRUE,3,26,,,1.419,N,74.524,,,N
208,I16,FALSE,3d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.281,0.158,0.498,29.94,30.03,0.27,,11.785,0.827,1.832,TRUE,0.15,TRUE,3,25,,,1.403,N,74.267,,,N
209,I17,FALSE,3d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.281,0.158,0.498,29.815,30.03,0.27,,11.785,0.827,1.832,TRUE,0.15,TRUE,3,25,,,1.407,N,74.267,,,N
210,I18,FALSE,3d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,0.281,0.158,0.498,30.333,30.03,0.27,,11.785,0.827,1.832,TRUE,0.15,TRUE,3,25,,,1.4,N,74.267,,,N
211,I19,FALSE,5d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,6.948,4.818,10.02,25.738,25.714,0.063,,7.156,0.528,-2.797,TRUE,0.15,TRUE,3,21,,,1.41,N,74.267,,,N
212,I20,FALSE,5d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,6.948,4.818,10.02,25.762,25.714,0.063,,7.156,0.528,-2.797,TRUE,0.15,TRUE,3,21,,,1.414,N,74.267,,,N
